question_id,question,entity_id1,entity_label1,entity_id2,entity_label2,entity_id3,entity_label3,entity_id4,entity_label4,entity_number,answer_id,answer_label,answer_src,answer_text,domain,convmix_question_id,context_score
2892,What LA-based hard rock band formed in 1985 and is known for songs such as Sweet Child o' Mine and November Rain?,Q11399,rock music,,,,,,,1,Q11895,Guns N\u2019 Roses,text,Guns N' Roses,music,984-0,7.3
6328,Which girl band formed in 1980 had 30 singles reach the Top 50 of the UK Singles Chart between 1982 and 2009?,Q193259,UK Singles Chart,,,,,,,1,Q725926,Bananarama,text,Bananarama,music,2134-0,7.3
9109,"Where is the location of the photo on the album cover, where the 4 members of the Beatles walk across the road?",Q1299,The Beatles,,,,,,,1,Q173643,Abbey Road,infobox,Abbey Road,music,2944-6,7.3
6427,What was the first movie that Mila Kunis who played Jackie on That '70s Show act in?,Q208072,That '70s Show,Q37628,Mila Kunis,Q17093126,Mila Kunis filmography,,,3,Q1631700,Santa with Muscles,table,Santa with Muscles,tvseries,2166-3,7.199999999999999
9313,What film did James L. Brooks direct that starred Jack Nicholson besides As Good as It Gets?,Q95125,James L. Brooks,Q39792,Jack Nicholson,Q221594,As Good as It Gets,,,3,Q185071,Terms of Endearment,text,Terms of Endearment,movies,2982-2,7.199999999999999
1835,Who is the author of the semi-autobiographical book that the movie Catch Me If You Can is based on?,Q208108,Catch Me If You Can,Q12857422,Catch Me If You Can,,,,,2,Q116774,Frank Abagnale,kb,Frank William Abagnale Jr.,movies,612-0,7.1
202,What is the name of the TV series played by Joe Manganiello where his character was called Alcide Herveaux?,Q470005,Joe Manganiello,Q3608990,Alcide Herveaux,,,,,2,Q186219,True Blood,text,True Blood,tvseries,66-4,7.1
3706,What is the name of the actor playing the character of Bill Compton in the TV series True Blood?,Q186219,True Blood,Q1771309,Bill Compton,,,,,2,Q316622,Stephen Moyer,table,Stephen Moyer,tvseries,1256-4,7.1
2525,What is the character's name that was the love interest of the character Jack Dawson in the film Titanic?,Q3805567,Jack Dawson,Q44578,Titanic,,,,,2,Q4892194,Rose DeWitt Bukater,text,Rose DeWitt Bukater,movies,842-3,7.1
2138,"Who was the author of the novel Airport, the source material for the 1970 film of the same name?",Q409022,Airport,Q2604087,Airport,,,,,2,Q249544,Arthur Hailey,infobox,Arthur Hailey,movies,712-3,7.1
948,What is the name of the actor playing the character role of Harvey Specter in the TV series Suits?,Q18509256,Harvey Specter,Q370185,Suits,,,,,2,Q320651,Gabriel Macht,kb,Gabriel Macht,tvseries,316-1,7.1
1853,How many appearance did the American goalkeeper Sean Johnson make with the US men's national soccer team in 2011?,Q2458826,Sean Johnson,Q164134,United States men's national soccer team,,,,,2,1,1,table,1,soccer,618-0,7.1
3799,Did the United States men's national team coached by Bob Bradley made it to the World Cup knockout stage?,Q164134,United States men's national soccer team,Q176883,2010 FIFA World Cup,,,,,2,Yes,Yes,text,Yes,soccer,1288-2,7.1
3703,What is the name of the role played by Michael C. Hall in the TV show Six Feet Under?,Q203268,Michael C. Hall,Q216919,Six Feet Under,,,,,2,Q5233661,David Fisher,table,David Fisher,tvseries,1256-1,7.1
1598,What is the name of the film in the Bridget Jones series that was not directed by Sharon Maguire?,Q27657001,Bridget Jones,Q444638,Sharon Maguire,,,,,2,Q843612,Bridget Jones: The Edge of Reason,infobox,Bridget Jones: The Edge of Reason,movies,532-3,7.1
4643,What is the running time of the first movie of The Hobbit series - The Hobbit: An Unexpected Journey?,Q74331,The Hobbit,Q80379,The Hobbit: An Unexpected Journey,,,,,2,169 minutes,169 minutes,infobox,169 minutes,movies,1572-1,7.1
6440,"What is the name of the ghostwriter of the first book in the Hardy Boys series, The Tower Treasure?",Q1471089,The Hardy Boys,Q23541148,The Tower Treasure,,,,,2,Q14767574,Leslie McFarlane,table,Leslie McFarlane,books,2170-4,7.1
6343,What is the total number of appearances made by Marco Reus as of 2021 for the club Borussia Dortmund?,Q152377,Robert Lewandowskis Side Ting,Q41420,Borussia Dortmund,,,,,2,332,332,table,332,soccer,2138-3,7.1
5778,What is the name of the book that comes after the book Killing Floor in the Jack Reacher series?,Q911224,Killing Floor,Q25210939,Jack Reacher,,,,,2,Q5274452,Die Trying,table,Die Trying,books,1950-2,7.1
5618,Does the show Would I Lie To You have the comedian Lee Mack as a captain of a team?,Q655817,Would I Lie to You?,Q2405844,Lee Mack,,,,,2,Yes,Yes,kb,Yes,tvseries,1896-3,7.1
6065,What is the name of the actress who plays the role of Blair Waldorf in the show Gossip girl?,Q199853,Gossip Girl,Q1785006,Blair Waldorf,,,,,2,Q199931,Leighton Meester,kb,Leighton Meester,tvseries,2046-1,7.1
6611,As of 2020 how many FIFA Women's World Cup wins does the United States women's national soccer team have?,Q19323,FIFA Women's World Cup,Q334526,United States women's national soccer team,,,,,2,4,4,infobox,4,soccer,2228-1,7.1
6168,"What year was it on Earth in the last novel of The Chronicles of Narnia series, The Last Battle?",Q483412,The Chronicles of Narnia,Q289130,The Last Battle,,,,,2,1949-01-01T00:00:00Z,1949,table,1949,books,2080-2,7.1
6837,Is the 2019 movie Little Women an adaptation of novel of the same name written by Louisa May Alcott?,Q56881140,Little Women,Q523076,Little Women,,,,,2,Yes,Yes,kb,Yes,movies,2303-0,7.1
8844,Which actor returned in the 1980s TV version of Mission: Impossible who was also in the original Mission: Impossible?,Q715107,Mission: Impossible,Q369111,Mission: Impossible (1966 TV series),,,,,2,Q156532,Peter Graves,text,Peter Graves,tvseries,2896-3,7.1
7924,What is the name of the actress playing the role of Hugh Bonneville's character's eldest daughter in Downton Abbey?,Q155775,Hugh Bonneville,Q83071,Downton Abbey,,,,,2,Q259760,Michelle Dockery,text,Michelle Dockery,tvseries,2666-1,7.1
7116,Which 2009 first person shooter game did Lance Henriksen who was Frank Black in Millennium did voice work for?,Q312077,Lance Henriksen,Q1477859,Millennium,,,,,2,Q486351,Call of Duty: Modern Warfare 2,table,Call of Duty: Modern Warfare 2,tvseries,2396-3,7.1
6893,What is the name of the actress who played the role of Colin Firth's wife in The King's Speech?,Q160060,The King's Speech,Q162492,Colin Firth,,,,,2,Q170428,Helena Bonham Carter,text,Helena Bonham Carter,movies,2322-1,7.1
575,Who is the director of the first part The Curse of the Black Pearl  in the flim Pirates of the Caribbean?,Q194318,Pirates of the Caribbean,,,,,,,1,Q295463,Gore Verbinski,table,Gore Verbinski,movies,192-0,7.0
9402,What is the name of the football player who won the player of the season title in 2021 for Barnsley F.C?,Q19442,Barnsley F.C.,,,,,,,1,Q16236772,Micha\u0142 Helik,table,Michał Helik,soccer,2998-3,7.0
2148,In what city did the character of Mary Richards reside on The Mary Tyler Moore Show?,Q6780602,Mary Richards," https://en.wikipedia.org/wiki/Minneapolis,_Minnesota"," https://en.wikipedia.org/wiki/Minneapolis,_Minnesota",Q36091,Minneapolis,,,3,Q36091,Minneapolis,kb,Minneapolis,tvseries,716-1,6.8999999999999995
8576,"Besides The X-Files, what other show by Chris Carter did Mark Snow compose the music for?",Q534413,Mark Snow,Q2744,The X-Files,Q437267,Chris Carter,,,3,Q1477859,Millennium,text,Millennium,tvseries,2846-9,6.8999999999999995
4744,What is the name of the character played by actress Anna Paquin in the TV series True Blood?,Q199884,Anna Paquin,Q186219,True Blood,,,,,2,Q2624424,Sookie Stackhouse,kb,Sookie Stackhouse,tvseries,1606-1,6.799999999999999
314,Who Was the Oops!... I Did It Again song on the Britney Spears album Baby One More Time?,Q733931,Oops!... I Did It Again,Q11975,Britney Spears,,,,,2,Yes,Yes,infobox,Yes,music,104-2,6.799999999999999
4579,What is the Publication date of the second book of the novel series Little House on the Prairie?,Q5400672,Little House on the Prairie,Q5435715,Farmer Boy,,,,,2,1993-10-01T00:00:00Z,1 October 1993,infobox,1 October 1993,books,1550-2,6.799999999999999
729,What is the name of the 2012 movie that fetched Meryl Streep an Oscar for the best actress?,Q873,Meryl Streep,Q103618,Academy Award for Best Actress,,,,,2,Q269810,The Iron Lady,table,The Iron Lady,movies,242-4,6.799999999999999
1228,What is the name of the person who replaced Tony Waddington as the manager of Stoke City F.C.?,Q18736,Stoke City F.C.,Q3993319,Tony Waddington,,,,,2,Q709041,George Eastham,text,George Eastham,soccer,408-4,6.799999999999999
3380,What team did the United States men's national soccer team faced in the 2009 FIFA Confederations Cup final?,Q183674,2009 FIFA Confederations Cup,Q1039981,2009 FIFA Confederations Cup Final,,,,,2,Q83459,Brazil national football team,kb,Brazil national football team,soccer,1148-0,6.799999999999999
2338,"What is the publication date of the second book ""The Subtle Knife"" of the series His Dark Materials?",Q129240,His Dark Materials trilogy,Q472208,The Subtle Knife,,,,,2,1997-07-22T00:00:00Z,22 July 1997,infobox,22 July 1997,books,780-1,6.799999999999999
112,What Emmy award did the actress Anna Gunn get for her role in the TV show Breaking Bad?,Q271050,Anna Gunn,Q1079,Breaking Bad,,,,,2,Q1285504,Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series,kb,Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series,tvseries,36-4,6.799999999999999
187,What was the name of the character played by the actress Lindsay Lohan in the movie Mean Girls?,Q44903,Lindsay Lohan,Q631103,Mean Girls,,,,,2,Q51596897,Cady Heron,kb,Cady Heron,movies,62-1,6.799999999999999
3178,What is the name of the captain for the football club Chelsea in the 2012 Champions League final?,Q9616,Chelsea F.C.,Q719820,2012 UEFA Champions League Final,,,,,2,Q41533,Frank Lampard,text,Frank Lampard,soccer,1079-0,6.799999999999999
2782,What is the name of the character Jim Parsons plays in the TV series The Big Bang Theory?,Q190972,Jim Parsons,Q8539,The Big Bang Theory,,,,,2,Q629583,Sheldon Cooper,kb,Sheldon Cooper,tvseries,946-4,6.799999999999999
2930,What is the name of the actor playing the character of Professor in the TV series Money Heist?,Q29647346,Money Heist,Q55194580,Professor,,,,,2,Q17566714,\u00C1lvaro Morte,text,Álvaro Morte,tvseries,996-2,6.799999999999999
4682,What is the name of the renowned singer who was part of the bands Aerosmith and Chain Reaction?,Q126826,Aerosmith,Q5067900,Chain Reaction,,,,,2,Q194045,Steven Tyler,infobox,Steven Tyler,music,1585-0,6.799999999999999
94,"What pseudonym did Charlotte Brontë use for her book The Green Dwarf, A Tale of the Perfect Tense?",Q127332,Charlotte Bront\u00EB,Q16593988,"The Green Dwarf, A Tale of the Perfect Tense",,,,,2,Lord Charles Albert Florian Wellesley,Lord Charles Albert Florian Wellesley,text,Lord Charles Albert Florian Wellesley,books,30-4,6.799999999999999
1858,The American goalkeeper Sean Johnson played how many game for the US men's national soccer team in 2011?,Q2458826,Sean Johnson,Q164134,United States men's national soccer team,,,,,2,1,1,table,1,soccer,619-0,6.799999999999999
6194,Did Olympique Lyonnais retained their league title when Megan Rapinoe was on their roster from 2013 to 2014?,Q260725,Megan Rapinoe,Q1276685,Olympique Lyonnais,,,,,2,Yes,Yes,table,Yes,soccer,2088-4,6.799999999999999
6192,Who took the penalty kick that Alex Morgan won in the 2019 Women's World Cup final against Netherland?,Q64831570,2019 FIFA Women's World Cup Final,Q233510,Alex Morgan,,,,,2,Q260725,Megan Rapinoe,kb,Megan Rapinoe,soccer,2088-2,6.799999999999999
7120,What year did Tim Howard play his first game for the senior United Stated men's national soccer team?,Q200785,Tim Howard,Q164134,United States men's national soccer team,,,,,2,2002-01-01T00:00:00Z,2002,infobox,2002,soccer,2398-1,6.799999999999999
9397,What are the names of the other writers who won the Emmy Award with Gideon Raff in 2012?,Q123737,Emmy Award,Q5559656,Gideon Raff,,,,,2,Q2410088,Howard Gordon,text,Howard Gordon;Alex Gansa,tvseries,2996-9,6.799999999999999
8571,What is the name of the episode of The X-Files that was written and directed by Gillian Anderson?,Q485298,Gillian Anderson,Q2744,The X-Files,,,,,2,Q4730233,all things,text,all things,tvseries,2846-4,6.799999999999999
8580,What was the name of the musical group that David Beckham's wife Victoria Beckham was in from 1994-2000?,Q19810,Victoria Beckham,Q10520,David Beckham,,,,,2,Q55641,Spice Girls,text,Spice Girls,soccer,2848-2,6.799999999999999
6905,What was the name of the dog that played the character of Lassie in the TV series Lassie?,Q289537,Lassie,Q941640,Lassie,,,,,2,Q7126106,Pal,infobox,Pal,tvseries,2326-1,6.799999999999999
6832,Is the 2019 movie Little Women based on the 1868 Louisa May Alcott novel of the same name?,Q56881140,Little Women,Q523076,Little Women,,,,,2,Yes,Yes,kb,Yes,movies,2302-0,6.799999999999999
726,What is the name of the role played by the actress Meryl streep in the movie The Devil Wears Prada?,Q873,Meryl Streep,,,,,,,1,Q2720206,Miranda Priestly,text,Miranda Priestly,movies,242-1,6.7
1847,In which year did the American sitcom series Will & Grace return for another three seasons after ending in 2006?,Q212135,Will & Grace,,,,,,,1,2017-01-01T00:00:00Z,2017,table,2017,tvseries,616-0,6.7
1852,What year did the American sitcom series Will & Grace return for three more seasons after the original run ended?,Q212135,Will & Grace,,,,,,,1,2017-01-01T00:00:00Z,2017,table,2017,tvseries,617-0,6.7
6190,Which American soccer player became the first female to appear on the cover of a FIFA video game in 2015?,Q326704,FIFA,,,,,,,1,Q233510,Alex Morgan,text,Alex Morgan,soccer,2088-0,6.7
6459,Name of the TV series that was an adaptation of the movie Cast Away and was co-created by Jeffrey Lieber?,Q376260,Jeffrey Lieber,,,,,,,1,Q23567,Lost,text,Lost,tvseries,2177-0,6.7
6412,How many movies were in the Die Hard series before A Good Day to Die Hard came out in 2013?,Q2716420,Die Hard,,,,,,,1,4,4,table,4,movies,2162-0,6.7
8037,What was the name of the 1994 Warren G hip-hop single that reached No. 2 on the Billboard Hot 100?,Q319585,Warren G,,,,,,,1,Q7309633,Regulate,text,Regulate,music,2704-0,6.7
6852,"Out of the 86 appearance for the Germany national association football team, how many time was Kahn the team captain?",Q131261,Oliver Kahn,,,,,,,1,49,49,text,49,soccer,2308-2,6.7
2149,Who were the creators of the situation comedy known as The Mary Tyler Moore Show?,Q615944,The Mary Tyler Moore Show,Q95125,James L. Brooks,Q4730499,Allan Burns,,,3,Q95125,James L. Brooks,kb,James L. Brooks and Allan Burns,tvseries,716-2,6.6
2152,Who did Mary Tyler Moore play following her stint on The Dick Van Dyke Show?,Q615944,The Mary Tyler Moore Show,Q6780602,Mary Richards,Q6780602,Mary Richards,,,3,Q6780602,Mary Richards,kb,Mary Richards,tvseries,717-0,6.6
6186,What is the birthday of the actress who portrayed the housekeeper of the Frasier household?,Q6869178,list of minor characters on Frasier,Q4355835,Daphne Moon,Q239558,Jane Leeves,,,3,1961-04-18T00:00:00Z,18 April 1961,infobox,18 April 1961,tvseries,2086-2,6.6
8726,Did The Cranberries release their last album after the death of lead singer Dolores O'Riordan?,Q60642525,In the End,Q541599,Dolores O'Riordan,Q483810,The Cranberries,,,3,Yes,yes,text,"yes, using her vocals posthumously",music,2874-6,6.6
2151,What was the year of the final season of the situation comedy The Mary Tyler Moore Show?,Q615944,The Mary Tyler Moore Show,Q2481,1977,,,,,2,1977-01-01T00:00:00Z,1977,text,1977,tvseries,716-4,6.5
2154,What is the name of the set of rules under which the sport of soccer is played?,Q506630,Laws of the Game,Q506630,Laws of the Game,,,,,2,Q506630,Laws of the Game,kb,Laws of the Game,soccer,718-1,6.5
1840,The 2002 movie Catch Me If You Can is based on the semi-autobiographical book written by who?,Q208108,Catch Me If You Can,Q12857422,Catch Me If You Can,,,,,2,Q116774,Frank Abagnale,kb,Frank William Abagnale Jr.,movies,613-0,6.5
4130,Have the Portland Timbers won the MLS Cup before they lost to New York FC in 2021?,Q1031200,Portland Timbers,Q577698,MLS Cup,,,,,2,Yes,Yes,text,Yes,soccer,1398-4,6.5
1597,What is the name of the role played by actor Hugh Grant in the Bridget Jones series?,Q27657001,Bridget Jones,Q163286,Hugh Grant,,,,,2,Daniel Cleaver,Daniel Cleaver,table,Daniel Cleaver,movies,532-2,6.5
4637,What is the Publication date of the first book of the novel series The Chronicles of Narnia?,Q483412,The Chronicles of Narnia,Q485093,"The Lion, the Witch and the Wardrobe",,,,,2,1950-10-16T00:00:00Z,16 October 1950,infobox,16 October 1950,books,1570-1,6.5
4173,What is the name of the first James Bond movie with Daniel Craig in the lead role?,Q2009573,James Bond,Q4547,Daniel Craig,,,,,2,Q151904,Casino Royale,text,Casino Royale,movies,1413-0,6.5
2072,Who was the winner of the Nobel Prize in Literature the year Brave New World was published?,Q191949,Brave New World,Q6461210,List of Nobel laureates in Literature,,,,,2,Q82248,John Galsworthy,table,John Galsworthy,books,690-3,6.5
4932,Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season?,Q238593,D.C. United,Q18543,Major League Soccer,,,,,2,Q2035466,Ra\u00FAl D\u00EDaz Arce,table,Raúl Díaz Arce,soccer,1668-2,6.5
2888,Who is the actor who starred in Blazing Saddles and also appeared in Mel Brooks' Young Frankenstein?,Q957323,Blazing Saddles,Q104266,Mel Brooks,,,,,2,Q191966,Gene Wilder,infobox,Gene Wilder,movies,982-2,6.5
2768,What is the name of the character played by Macaulay Culkin in the first Home Alone film?,Q103578,Macaulay Culkin,Q105031,Home Alone,,,,,2,Q55653512,Kevin McCallister,text,Kevin McCallister,movies,942-2,6.5
98,What is the name of the character Gregory Peck played in the movie To Kill a Mockingbird?,Q108366,Gregory Peck,Q177922,To Kill a Mockingbird,,,,,2,Q525777,Atticus Finch,kb,Atticus Finch,movies,32-2,6.5
6612,When did the United States women's national soccer team get their 4th FIFA Women's World Cup win?,Q19323,FIFA Women's World Cup,Q334526,United States women's national soccer team,,,,,2,2019-01-01T00:00:00Z,2019,infobox,2019,soccer,2228-2,6.5
5787,What is the name of the actress who stars in the films Freaky Friday and True Lies?,Q110397,True Lies,Q118713,Freaky Friday,,,,,2,Q106997,Jamie Lee Curtis,text,Jamie Lee Curtis,movies,1953-0,6.5
6321,What book set in Jazz Age considered to be a Great American Novel was written in 1925?,Q388483,Jazz Age,Q1544219,Great American Novel,,,,,2,Q214371,The Great Gatsby,table,The Great Gatsby,books,2131-0,6.5
9157,What was the name of the actor who played Charlie in Willy Wonka and the Chocolate Factory?,Q936327,Willy Wonka & the Chocolate Factory,Q19238836,list of Charlie and the Chocolate Factory characters,,,,,2,Q386564,Peter Ostrum,table,Peter Ostrum,movies,2953-0,6.5
8744,Who was the captain of the Women's National Soccer Team during their 2015 Women's World Cup win?,Q334526,United States women's national soccer team,Q4630361,2019 FIFA Women's World Cup,,,,,2,Q181302,Christie Pearce,,Christie Pearce,soccer,2878-2,6.5
8745,Which players were co-captains for the US Women's National Soccer Team during their 2019 World Cup victory?,Q334526,United States women's national soccer team,Q4630361,2019 FIFA Women's World Cup,,,,,2,Q260725,Megan Rapinoe,text,Megan Rapino;Carli Lloyd;Alex Morgan,soccer,2878-3,6.5
6854,How many World Cup titles the Italy national football team has before winning it again in 2006?,Q676899,Italy national association football team,Q19317,FIFA World Cup,,,,,2,3,3,table,3,soccer,2308-4,6.5
7488,"In which year was the author of the Book ""The Power of Habit"" Charles Duhigg was born?",Q16979586,The Power of Habit,Q5076992,Charles Duhigg,,,,,2,1974-01-01T00:00:00Z,1974,infobox,1974,books,2520-3,6.5
6836,Which 1985 science fiction novel series written by Orson Scott Card is a good example of bildungsroman?,Q223945,Bildungsroman,Q217110,Orson Scott Card,,,,,2,Q816016,Ender's Game,text,Ender's Game,movies,2302-4,6.5
1057,"Who won the Best Actor award in the Los Angeles Film Critics Association Awards for the movie ""Taxi Driver""?",Q47221,Taxi Driver,,,,,,,1,Q36949,Robert De Niro,table,Robert De Niro,movies,352-2,6.4
3183,What was the name of the last novel that Hercule Poirot appeared in that was authored by Agatha Christie?,Q731626,Curtain,,,,,,,1,Q731626,Curtain,text,Curtain,books,1080-4,6.4
722,Which book is the sequel to the second book The Wicked King in The Folk of the Air series?,Q47008389,The Cruel Prince,,,,,,,1,The Queen of Nothing,The Queen of Nothing,text,The Queen of Nothing,books,240-3,6.4
